,postcode,year,Accident_risk
128268,TN3 9SY,2012,1
128269,TN3 9TE,2012,1.5
128270,TN3 9TE,2013,1
128271,TN3 9UA,2012,1.181818182
128272,TN3 9UA,2013,2
128273,TN30 6AD,2013,1.5
128274,TN30 6AS,2012,1
128275,TN30 6AU,2012,1.2
128276,TN30 6AU,2013,1
128277,TN30 6BD,2012,1.75
128278,TN30 6EL,2012,2
128279,TN30 6JG,2012,1
128280,TN30 6PJ,2012,1
128281,TN30 6PU,2012,1.8
128282,TN30 6PU,2013,1.142857143
128283,TN30 6QU,2012,1.5
128284,TN30 6QU,2013,1
128285,TN30 6RY,2012,1.666666667
128286,TN30 6RY,2013,1
128287,TN30 6ST,2012,3
128288,TN30 6UA,2012,1
128289,TN30 6UB,2012,2
128290,TN30 6UD,2012,1.666666667
128291,TN30 6UD,2013,1
128292,TN30 7BW,2012,2
128293,TN30 7BW,2013,1.5
128294,TN30 7LH,2012,1
128295,TN30 7NB,2012,2
128296,TN30 7NP,2012,2
128297,TN31 6AX,2012,1.357142857
128298,TN31 6BX,2012,1.142857143
128299,TN31 6BX,2013,1
128300,TN31 6DS,2012,1.25
128301,TN31 6HA,2012,1.272727273
128302,TN31 6HA,2013,1
128303,TN31 6HX,2012,1
128304,TN31 6HX,2013,1.4
128305,TN31 6NJ,2012,1.8
128306,TN31 6NJ,2013,1.4
128307,TN31 6PR,2012,1.4
128308,TN31 6PR,2013,2
128309,TN31 6SE,2012,1.5
128310,TN31 6TG,2012,1
128311,TN31 6UD,2012,1.375
128312,TN31 6YA,2012,1.375
128313,TN31 6YA,2013,1
128314,TN31 6YG,2012,2
128315,TN31 6YG,2013,1
128316,TN31 7AN,2012,1.25
128317,TN31 7AN,2013,1
128318,TN31 7AX,2012,1
128319,TN31 7EL,2012,1.777777778
128320,TN31 7JN,2012,1.25
128321,TN31 7JN,2013,1
128322,TN31 7LH,2012,1.3
128323,TN31 7LH,2013,1
128324,TN31 7LR,2012,3
128325,TN31 7NX,2012,1.7
128326,TN31 7PB,2012,1
128327,TN31 7PH,2012,1
128328,TN31 7QG,2012,1
128329,TN31 7QH,2012,2
128330,TN31 7SB,2012,1
128331,TN31 7SX,2012,2.5
128332,TN31 7SX,2013,1.333333333
128333,TN31 7TB,2012,1.75
128334,TN31 7TE,2012,1.8
128335,TN31 7TE,2013,1
128336,TN31 7UG,2012,1
128337,TN31 7UR,2012,1.166666667
128338,TN31 7UR,2013,1
128339,TN32 5BE,2012,2.166666667
128340,TN32 5ES,2012,1.2
128341,TN32 5ES,2013,1
128342,TN32 5JN,2012,1.25
128343,TN32 5LB,2012,1
128344,TN32 5LB,2013,2
128345,TN32 5LX,2012,1.857142857
128346,TN32 5LX,2013,1
128347,TN32 5PA,2012,1.4
128348,TN32 5PA,2013,2
128349,TN32 5QH,2012,1.25
128350,TN32 5RU,2012,2
128351,TN32 5RU,2013,1.5
128352,TN32 5UW,2012,1.25
128353,TN32 5UY,2012,1.428571429
128354,TN32 5UY,2013,1
128355,TN32 5XB,2012,1
128356,TN33,2012,1
128357,TN33,2013,1.25
128358,TN33 0AJ,2012,1.25
128359,TN33 0AT,2012,1.333333333
128360,TN33 0EE,2012,1
128361,TN33 0EE,2013,1.25
128362,TN33 0EX,2012,2
128363,TN33 0HW,2012,1.333333333
128364,TN33 0NG,2012,1.333333333
128365,TN33 0NG,2013,4
128366,TN33 0NU,2012,1.5
128367,TN33 0NU,2013,1
128368,TN33 0QN,2012,1.25
128369,TN33 0QN,2013,1.333333333
128370,TN33 0QS,2012,1.454545455
128371,TN33 0RB,2012,1.142857143
128372,TN33 0RH,2012,1.142857143
128373,TN33 0RJ,2012,1.5
128374,TN33 0RJ,2013,1
128375,TN33 0SD,2012,1.25
128376,TN33 0SH,2012,1.2
128377,TN33 0SL,2012,1.5
128378,TN33 0SZ,2012,1.5
128379,TN33 9BH,2012,2.5
128380,TN33 9BH,2013,2
128381,TN33 9BW,2012,1
128382,TN33 9BY,2012,1.5
128383,TN33 9DT,2012,1
128384,TN33 9EF,2012,1.428571429
128385,TN33 9HH,2012,1.666666667
128386,TN33 9HJ,2012,1
128387,TN33 9HJ,2013,1
128388,TN33 9JA,2012,1.666666667
128389,TN33 9LJ,2012,1.6
128390,TN33 9LN,2012,1.166666667
128391,TN33 9LP,2012,2.333333333
128392,TN33 9LR,2012,1.2
128393,TN33 9PB,2012,1.222222222
128394,TN33 9QU,2012,1.4
128395,TN33 9QU,2013,1.333333333
128396,TN33 9RG,2012,1.666666667
128397,TN34 1BP,2012,1.25
128398,TN34 1DT,2012,1
128399,TN34 1DU,2012,1.133333333
128400,TN34 1DU,2013,1
128401,TN34 1EL,2012,1.833333333
128402,TN34 1EL,2013,1
128403,TN34 1HT,2012,1
128404,TN34 1JG,2012,1.333333333
128405,TN34 1JG,2013,1.6
128406,TN34 1JJ,2012,1
128407,TN34 1JJ,2013,2.333333333
128408,TN34 1JL,2012,2.25
128409,TN34 1JP,2012,1
128410,TN34 1JP,2013,1
128411,TN34 1JU,2012,1
128412,TN34 1LB,2012,1
128413,TN34 1LB,2013,1.5
128414,TN34 1NJ,2012,1.266666667
128415,TN34 1NJ,2013,1
128416,TN34 1PE,2012,1.666666667
128417,TN34 1PU,2012,1.5
128418,TN34 1QY,2012,1
128419,TN34 1RL,2012,1.5
128420,TN34 1RL,2013,3
128421,TN34 1TN,2012,3.5
128422,TN34 2AB,2012,1
128423,TN34 2AR,2012,1.666666667
128424,TN34 2BP,2012,1
128425,TN34 2DD,2012,1.375
128426,TN34 2DD,2013,1.5
128427,TN34 2DR,2012,1
128428,TN34 2EL,2012,1.636363636
128429,TN34 2EX,2012,1.5
128430,TN34 2LJ,2012,1
128431,TN34 2LL,2012,1.857142857
128432,TN34 2LL,2013,1
128433,TN34 2NB,2012,1.5
128434,TN34 2NF,2012,1
128435,TN34 2NF,2013,1
128436,TN34 2NG,2012,1.444444444
128437,TN34 2NN,2012,1
128438,TN34 2PT,2012,1
128439,TN34 2QJ,2012,1
128440,TN34 2RG,2012,1.5
128441,TN34 2RG,2013,1
128442,TN34 3AE,2012,1.5
128443,TN34 3AH,2012,1
128444,TN34 3AH,2013,1
128445,TN34 3AJ,2012,2
128446,TN34 3HA,2012,1.5
128447,TN34 3HA,2013,1
128448,TN34 3JL,2012,1.666666667
128449,TN34 3LJ,2012,1.375
128450,TN34 3LZ,2012,1.5
128451,TN34 3NS,2012,1.4
128452,TN34 3NW,2012,1
128453,TN34 3PU,2012,1.888888889
128454,TN34 3PU,2013,1.333333333
128455,TN34 3SB,2012,2.25
128456,TN34 3SB,2013,1
128457,TN34 3TT,2012,1.333333333
128458,TN34 3TW,2012,1
128459,TN35 4AX,2012,1
128460,TN35 4AX,2013,3
128461,TN35 4HA,2012,2.142857143
128462,TN35 4JX,2012,1.75
128463,TN35 4JY,2012,1.25
128464,TN35 4JY,2013,1
128465,TN35 4LS,2012,1.2
128466,TN35 4LT,2012,2
128467,TN35 4LT,2013,1
128468,TN35 4LU,2012,1
128469,TN35 4NQ,2012,2
128470,TN35 4NX,2012,1
128471,TN35 4NX,2013,2
128472,TN35 4NY,2012,2
128473,TN35 4NY,2013,1
128474,TN35 4PL,2012,1.8
128475,TN35 4PL,2013,1.5
128476,TN35 4QD,2012,2.2
128477,TN35 4QE,2013,5
128478,TN35 4QP,2012,1.181818182
128479,TN35 4QP,2013,1
128480,TN35 4QS,2012,2
128481,TN35 4QS,2013,1
128482,TN35 4SQ,2012,1
128483,TN35 5AA,2012,1
128484,TN35 5BA,2012,1.8
128485,TN35 5BH,2012,1
128486,TN35 5DA,2012,1
128487,TN35 5DG,2012,1.7
128488,TN35 5DG,2013,1
128489,TN35 5DJ,2012,1
128490,TN35 5DL,2012,1
128491,TN35 5DL,2013,1
128492,TN35 5EF,2012,1.333333333
128493,TN35 5EF,2013,1
128494,TN35 5HJ,2012,1.6
128495,TN35 5HU,2012,2
128496,TN35 5HX,2012,1
128497,TN35 5NJ,2012,1.454545455
128498,TN35 5PT,2012,1.857142857
128499,TN36 4AD,2012,1
128500,TN36 4AQ,2012,1.533333333
128501,TN36 4AQ,2013,1.5
128502,TN36 4LB,2012,1.5
128503,TN36 4LB,2013,1
128504,TN37 6AN,2012,1.333333333
128505,TN37 6AN,2013,4
128506,TN37 6BP,2012,1
128507,TN37 6DB,2012,1.4
128508,TN37 6DJ,2012,1
128509,TN37 6DJ,2013,2.166666667
128510,TN37 6DN,2012,1.333333333
128511,TN37 6DN,2013,2
128512,TN37 6DX,2012,2.111111111
128513,TN37 6DX,2013,1.333333333
128514,TN37 6EE,2012,1
128515,TN37 6FA,2012,1.272727273
128516,TN37 6HP,2012,1
128517,TN37 6NB,2012,1
128518,TN37 6NH,2012,1
128519,TN37 6PA,2012,1.833333333
128520,TN37 6QA,2012,1.4
128521,TN37 6RE,2012,1.142857143
128522,TN37 6RG,2012,1.3
128523,TN37 6RG,2013,1.666666667
128524,TN37 6RJ,2012,1.5
128525,TN37 6SJ,2012,1.5
128526,TN37 7AE,2012,1
128527,TN37 7BP,2012,1
128528,TN37 7DA,2012,1.5
128529,TN37 7DB,2012,1.75
128530,TN37 7DL,2012,1.25
128531,TN37 7EX,2012,1
128532,TN37 7JL,2012,1.625
128533,TN37 7JN,2013,2
128534,TN37 7JR,2012,1
128535,TN37 7NA,2012,2
128536,TN37 7NF,2012,1.538461538
128537,TN37 7NF,2013,3
128538,TN37 7PW,2012,2
128539,TN37 7PW,2013,2
128540,TN37 7QT,2012,1.333333333
128541,TN37 7QT,2013,1
128542,TN37 7SR,2012,1
128543,TN37 7TT,2012,1
128544,TN37 7UX,2012,1.444444444
128545,TN38 0AA,2012,1.333333333
128546,TN38 0AJ,2013,1
128547,TN38 0AR,2012,1.4
128548,TN38 0AU,2012,1.636363636
128549,TN38 0BB,2012,1
128550,TN38 0DD,2012,1.333333333
128551,TN38 0DD,2013,1
128552,TN38 0EJ,2012,1.5
128553,TN38 0EJ,2013,2
128554,TN38 0ET,2012,1
128555,TN38 0ET,2013,1.25
128556,TN38 0FP,2012,1.125
128557,TN38 0FP,2013,1
128558,TN38 0GU,2012,1.5
128559,TN38 0GU,2013,1
128560,TN38 0LU,2012,1
128561,TN38 0LU,2013,1.625
128562,TN38 0NF,2012,1
128563,TN38 0PQ,2012,1
128564,TN38 0QN,2012,1.166666667
128565,TN38 0QN,2013,1
128566,TN38 0RG,2012,1.916666667
128567,TN38 0RG,2013,1
128568,TN38 0RU,2012,2.5
128569,TN38 0SE,2012,2
128570,TN38 0TA,2012,2
128571,TN38 0TY,2012,1
128572,TN38 0YD,2012,1
128573,TN38 8AD,2012,1.333333333
128574,TN38 8AD,2013,1
128575,TN38 8AR,2012,1
128576,TN38 8AR,2013,1
128577,TN38 8AX,2012,1.25
128578,TN38 8BH,2012,1.4
128579,TN38 8BU,2012,1.111111111
128580,TN38 8BU,2013,1
128581,TN38 8EE,2012,1.2
128582,TN38 8EH,2012,1
128583,TN38 8EH,2013,1
128584,TN38 8EJ,2012,1.25
128585,TN38 8ER,2012,1
128586,TN38 8ER,2013,1
128587,TN38 9AJ,2012,1.8
128588,TN38 9AJ,2013,1
128589,TN38 9BB,2012,1
128590,TN38 9EG,2012,1
128591,TN38 9EY,2012,1.25
128592,TN38 9HA,2012,4
128593,TN38 9LL,2012,1.3
128594,TN38 9LL,2013,1
128595,TN38 9QQ,2012,1.285714286
128596,TN38 9QQ,2013,1
128597,TN38 9TQ,2012,1.333333333
128598,TN38 9TQ,2013,1
128599,TN38 9TW,2012,1
128600,TN39 3AD,2012,1
128601,TN39 3AD,2013,1.2
128602,TN39 3AN,2012,1
128603,TN39 3AN,2013,1
128604,TN39 3DJ,2012,2
128605,TN39 3FA,2012,1.333333333
128606,TN39 3FA,2013,1
128607,TN39 3GD,2012,1.666666667
128608,TN39 3HS,2012,1.666666667
128609,TN39 3JR,2012,1.5
128610,TN39 3JY,2012,1.4
128611,TN39 3LB,2012,1.833333333
128612,TN39 3LP,2012,1
128613,TN39 3NY,2012,1.8
128614,TN39 3RH,2012,1
128615,TN39 3RL,2012,1.75
128616,TN39 3TW,2012,1.125
128617,TN39 3TW,2013,1.5
128618,TN39 4AH,2012,1
128619,TN39 4BD,2012,1.666666667
128620,TN39 4BD,2013,1
128621,TN39 4DT,2012,1.75
128622,TN39 4ES,2012,1.714285714
128623,TN39 4GN,2012,2
128624,TN39 4NR,2012,1.333333333
128625,TN39 4QL,2013,1.333333333
128626,TN39 4RD,2012,1.75
128627,TN39 4RF,2012,1.5
128628,TN39 4SB,2012,1.444444444
128629,TN39 4SB,2013,1
128630,TN39 4SH,2012,1.222222222
128631,TN39 4SH,2013,1.5
128632,TN39 4SJ,2012,1
128633,TN39 4SP,2012,1.333333333
128634,TN39 4TT,2012,1.111111111
128635,TN39 4TT,2013,1
128636,TN39 4XH,2012,1
128637,TN39 5AB,2012,1.25
128638,TN39 5AE,2012,1.571428571
128639,TN39 5DY,2012,1.333333333
128640,TN39 5HH,2012,1.5
128641,TN39 5JJ,2012,1
128642,TN39 5JJ,2013,1
128643,TN39 5JN,2012,1.476190476
128644,TN39 5JN,2013,2
128645,TN39 5JS,2012,1
128646,TN4 0BD,2012,1.4
128647,TN4 0BD,2013,1
128648,TN4 0ET,2012,1.769230769
128649,TN4 0ET,2013,2.5
128650,TN4 0HN,2012,1.5
128651,TN4 0NB,2012,1.25
128652,TN4 0NB,2013,1
128653,TN4 0PA,2012,2
128654,TN4 0PA,2013,1
128655,TN4 0PJ,2012,1
128656,TN4 0RB,2012,1
128657,TN4 0RB,2013,1
128658,TN4 0RQ,2012,1.8
128659,TN4 0UQ,2012,1.5
128660,TN4 0UR,2012,1.333333333
128661,TN4 8AH,2012,2
128662,TN4 8BN,2012,1.2
128663,TN4 8BN,2013,1
128664,TN4 8BY,2012,1.666666667
128665,TN4 8BY,2013,1.333333333
128666,TN4 8LX,2012,1
128667,TN4 8LX,2013,1
128668,TN4 8RX,2012,1.5
128669,TN4 8XA,2012,2
128670,TN4 9BW,2012,1
128671,TN4 9DB,2012,1.333333333
128672,TN4 9EA,2012,1.454545455
128673,TN4 9EX,2012,1.333333333
128674,TN4 9GA,2012,1.5
128675,TN4 9HE,2012,1.666666667
128676,TN4 9HE,2013,3
128677,TN4 9HR,2012,1.6
128678,TN4 9JR,2012,1.8
128679,TN4 9JR,2013,1.666666667
128680,TN4 9PE,2012,2
128681,TN4 9PL,2012,1
128682,TN4 9PL,2013,1
128683,TN4 9QR,2012,1
128684,TN4 9SB,2012,1.142857143
128685,TN4 9SB,2013,1
128686,TN4 9TN,2012,1
128687,TN4 9TP,2012,1.3125
128688,TN4 9TP,2013,1
128689,TN4 9UA,2012,1.866666667
128690,TN4 9UG,2012,1.125
128691,TN4 9UG,2013,2
128692,TN4 9UJ,2012,2.333333333
128693,TN4 9UJ,2013,1.2
128694,TN4 9XB,2012,1.3
128695,TN4 9XB,2013,2
128696,TN4 9XN,2012,2
128697,TN4 9XN,2013,1
128698,TN40 1BF,2012,1
128699,TN40 1BF,2013,2
128700,TN40 1FD,2012,2.25
128701,TN40 1HH,2012,1
128702,TN40 1HH,2013,1
128703,TN40 1SQ,2012,1
128704,TN40 1SW,2012,1
128705,TN40 1TJ,2012,1.727272727
128706,TN40 1UQ,2012,1
128707,TN40 1UQ,2013,1
128708,TN40 1WB,2012,1.333333333
128709,TN40 1WB,2013,2
128710,TN40 2DF,2012,1.4
128711,TN40 2DF,2013,1
128712,TN40 2DX,2012,1.5
128713,TN40 2DX,2013,1.5
128714,TN40 2EP,2012,2
128715,TN40 2EP,2013,1
128716,TN40 2FH,2012,2
128717,TN40 2FH,2013,2
128718,TN40 2JG,2012,1.125
128719,TN40 2JL,2012,1.8
128720,TN40 2JU,2012,1.25
128721,TN40 2LE,2012,1.5
128722,TN40 2NB,2012,1.166666667
128723,TN40 2NZ,2012,1.75
128724,TN40 2NZ,2013,1.2
128725,TN40 2SD,2012,1
128726,TN40 2UA,2012,1.733333333
128727,TN40 2UA,2013,1
128728,TN5 6AP,2012,1.2
128729,TN5 6DE,2012,1
128730,TN5 6DE,2013,1.333333333
128731,TN5 6EF,2012,1.666666667
128732,TN5 6EF,2013,1
128733,TN5 6LT,2012,3
128734,TN5 6LT,2013,1
128735,TN5 6NE,2012,1
128736,TN5 6NE,2013,1
128737,TN5 6PA,2012,1
128738,TN5 6PA,2013,1
128739,TN5 7BG,2012,1.666666667
128740,TN5 7HA,2012,2
128741,TN5 7HA,2013,1.666666667
128742,TN5 7QB,2012,1.142857143
128743,TN5 7QG,2012,1.333333333
128744,TN5 7QG,2013,1
128745,TN5 7QJ,2012,1.9
128746,TN5 7QJ,2013,1
128747,TN6 1BX,2012,1.125
128748,TN6 1BX,2013,1.166666667
128749,TN6 1GA,2012,2.4
128750,TN6 1GA,2013,1
128751,TN6 1HA,2012,1
128752,TN6 1HA,2013,1.2
128753,TN6 1HS,2012,1.333333333
128754,TN6 1UU,2012,1.461538462
128755,TN6 1UX,2012,1.6
128756,TN6 1UY,2012,1.4
128757,TN6 1XA,2013,1
128758,TN6 1XD,2012,1.25
128759,TN6 1XE,2012,1.181818182
128760,TN6 1XE,2013,1
128761,TN6 2JE,2012,2.25
128762,TN6 2JF,2012,1.5
128763,TN6 2JF,2013,1
128764,TN6 2JL,2012,1.142857143
128765,TN6 2JL,2013,1
128766,TN6 2PP,2012,1.25
128767,TN6 2PW,2012,1.363636364
128768,TN6 2PW,2013,1
128769,TN6 2PY,2012,2
128770,TN6 2PY,2013,1.285714286
128771,TN6 2QA,2012,1.333333333
128772,TN6 2XA,2012,2
128773,TN6 2XS,2012,2
128774,TN6 3EJ,2012,1.6
128775,TN6 3EJ,2013,1
128776,TN6 3LF,2012,1.3
128777,TN6 3LF,2013,1.285714286
128778,TN6 3LT,2012,1.285714286
128779,TN6 3LY,2012,1.692307692
128780,TN6 3LY,2013,1.5
128781,TN6 3NP,2012,1.142857143
128782,TN6 3NS,2012,1.2
128783,TN6 3NS,2013,1.5
128784,TN6 3QB,2012,1.5
128785,TN6 3QB,2013,1
128786,TN6 3RX,2012,1.5
128787,TN6 3SE,2012,1.333333333
128788,TN6 3SE,2013,1.6
128789,TN7 4BH,2012,1.833333333
128790,TN7 4DY,2012,1
128791,TN7 4DY,2013,1
128792,TN7 4JL,2012,1.777777778
128793,TN8 5AG,2012,1
128794,TN8 5AG,2013,1
128795,TN8 5BU,2012,1
128796,TN8 5EB,2012,1.8
128797,TN8 5EB,2013,1.166666667
128798,TN8 5LU,2012,1.5
128799,TN8 5NF,2012,1.333333333
128800,TN8 5PL,2012,2.2
128801,TN8 5RE,2012,1.285714286
128802,TN8 5RE,2013,1
128803,TN8 6BH,2012,1.333333333
128804,TN8 6BH,2013,1
128805,TN8 6LR,2012,1.375
128806,TN8 6NE,2012,1
128807,TN8 6NL,2012,1.363636364
128808,TN8 6PJ,2012,3
128809,TN8 6PJ,2013,1.375
128810,TN8 6QA,2012,1.25
128811,TN8 6QF,2012,1.333333333
128812,TN8 6QF,2013,1
128813,TN8 6SY,2012,1
128814,TN8 6SZ,2012,1.5
128815,TN8 6SZ,2013,1.2
128816,TN8 7HB,2012,1.666666667
128817,TN8 7HB,2013,1
128818,TN9 1AP,2012,1
128819,TN9 1BH,2012,1
128820,TN9 1BU,2012,1.833333333
128821,TN9 1BU,2013,5
128822,TN9 1BW,2012,3
128823,TN9 1DL,2012,1.461538462
128824,TN9 1DR,2012,1.375
128825,TN9 1DX,2012,1
128826,TN9 1LD,2012,1.2
128827,TN9 1LD,2013,1
128828,TN9 1NB,2012,1
128829,TN9 1NB,2013,1.2
128830,TN9 1NZ,2012,1
128831,TN9 1PB,2012,1.65
128832,TN9 1PB,2013,1.666666667
128833,TN9 1RH,2012,1.4
128834,TN9 1SD,2012,1.125
128835,TN9 1SD,2013,1
128836,TN9 1SP,2013,2
128837,TN9 1ST,2012,2
128838,TN9 1SY,2012,1
128839,TN9 1TF,2012,1.5
128840,TN9 1TF,2013,1
128841,TN9 1TN,2012,1
128842,TN9 1TX,2012,1
128843,TN9 2DL,2012,1
128844,TN9 2FJ,2012,1.333333333
128845,TN9 2HR,2012,1.25
128846,TN9 2HR,2013,2
128847,TN9 2HZ,2012,2.25
128848,TN9 2JF,2012,2.2
128849,TN9 2NU,2012,1.266666667
128850,TN9 2NU,2013,2.5
128851,TN9 2PP,2012,1
128852,TN9 2QR,2012,1
128853,TN9 2RS,2012,2
128854,TN9 2SW,2012,1.9
128855,TN9 2TR,2012,1
128856,TQ1 1ED,2012,1.857142857
128857,TQ1 1ED,2013,1
128858,TQ1 1EU,2012,1.416666667
128859,TQ1 1EU,2013,1
128860,TQ1 1EZ,2012,1.75
128861,TQ1 1EZ,2013,1.333333333
128862,TQ1 1HN,2012,1.363636364
128863,TQ1 1LJ,2012,1.428571429
128864,TQ1 1SZ,2012,1.538461538
128865,TQ1 1SZ,2013,1
128866,TQ1 2AB,2013,1.2
128867,TQ1 2AD,2012,1.625
128868,TQ1 2AD,2013,1
128869,TQ1 2BB,2012,1.666666667
128870,TQ1 2BD,2012,1.7
128871,TQ1 2QU,2012,1.428571429
128872,TQ1 2QU,2013,1
128873,TQ1 3AE,2012,1
128874,TQ1 3AH,2012,2
128875,TQ1 3AT,2012,1
128876,TQ1 3BG,2012,2
128877,TQ1 3BS,2012,2
128878,TQ1 3DA,2012,1.75
128879,TQ1 3DT,2012,1
128880,TQ1 3DX,2012,1.857142857
128881,TQ1 3ES,2012,1.666666667
128882,TQ1 3ES,2013,3
128883,TQ1 3EU,2012,2.5
128884,TQ1 3HL,2012,1
128885,TQ1 3HP,2012,1
128886,TQ1 3HW,2012,1
128887,TQ1 3JT,2012,1.615384615
128888,TQ1 3JT,2013,1
128889,TQ1 3SJ,2012,1
128890,TQ1 3SN,2012,1.2
128891,TQ1 4AB,2012,1.5
128892,TQ1 4AN,2012,1.833333333
128893,TQ1 4AN,2013,1
128894,TQ1 4AU,2012,3.5
128895,TQ1 4AX,2012,1.75
128896,TQ1 4AZ,2012,1
128897,TQ1 4BU,2012,1
128898,TQ1 4BU,2013,1
128899,TQ1 4DN,2012,1
128900,TQ1 4FL,2012,1.333333333
128901,TQ1 4FL,2013,1.75
128902,TQ1 4HS,2012,1
128903,TQ1 4HS,2013,1
128904,TQ1 4NT,2012,1
128905,TQ1 4NT,2013,1.2
128906,TQ1 4PY,2012,1
128907,TQ1 4PY,2013,1
128908,TQ1 4SB,2012,1.5
128909,TQ1 4SP,2012,1
128910,TQ1 4TB,2012,1.285714286
128911,TQ1 4TB,2013,1
128912,TQ1 4TJ,2012,1.272727273
128913,TQ1 4TJ,2013,1
128914,TQ1 4TS,2012,1.428571429
128915,TQ1 4TX,2012,1.6
128916,TQ1 4UN,2012,1.4
128917,TQ10 9DL,2012,2
128918,TQ10 9DQ,2012,1.5
128919,TQ10 9EP,2012,1.444444444
128920,TQ10 9EP,2013,1
128921,TQ10 9ER,2012,1.423076923
128922,TQ10 9ER,2013,1
128923,TQ10 9ET,2012,1.333333333
128924,TQ10 9ET,2013,2
128925,TQ10 9JT,2012,1
128926,TQ10 9JX,2012,1.333333333
128927,TQ10 9LL,2012,1.416666667
128928,TQ10 9LL,2013,1
128929,TQ11 0DA,2012,1
128930,TQ11 0DQ,2012,1
128931,TQ11 0DQ,2013,1
128932,TQ11 0HQ,2012,1.363636364
128933,TQ11 0HQ,2013,1
128934,TQ11 0JR,2012,2
128935,TQ11 0LD,2012,1.333333333
128936,TQ11 0LY,2012,1.8
128937,TQ11 0LY,2013,1
128938,TQ11 0NL,2012,1.444444444
128939,TQ11 0NN,2012,1.111111111
128940,TQ11 0NN,2013,1.5
128941,TQ12 1AD,2012,1.375
128942,TQ12 1AD,2013,1
128943,TQ12 1AW,2012,1
128944,TQ12 1BN,2012,1
128945,TQ12 1BN,2013,1
128946,TQ12 1DX,2012,1
128947,TQ12 1DX,2013,3
128948,TQ12 1EU,2012,1.6
128949,TQ12 1FW,2012,1
128950,TQ12 1HP,2012,1.461538462
128951,TQ12 1JQ,2012,1.25
128952,TQ12 1PT,2012,2.5
128953,TQ12 1QS,2012,2
128954,TQ12 1SL,2012,2.5
128955,TQ12 1TG,2012,1.25
128956,TQ12 1TG,2013,1.571428571
128957,TQ12 2AS,2012,1
128958,TQ12 2AS,2013,1
128959,TQ12 2BD,2012,1.5
128960,TQ12 2BU,2012,1.125
128961,TQ12 2BU,2013,2
128962,TQ12 2ET,2012,2
128963,TQ12 2EY,2012,1.4
128964,TQ12 2FD,2012,1
128965,TQ12 2FD,2013,1.4
128966,TQ12 2HH,2012,1
128967,TQ12 2JE,2012,1.5
128968,TQ12 2JE,2013,2
128969,TQ12 2LX,2012,1.666666667
128970,TQ12 2NH,2012,1.142857143
128971,TQ12 2NH,2013,1
128972,TQ12 2PA,2012,1
128973,TQ12 2PQ,2012,1
128974,TQ12 2QQ,2012,1
128975,TQ12 2QS,2012,1.333333333
128976,TQ12 3AD,2012,1.333333333
128977,TQ12 3AD,2013,1.666666667
128978,TQ12 3BD,2012,1.333333333
128979,TQ12 3BJ,2012,1
128980,TQ12 3BJ,2013,2
128981,TQ12 3DJ,2012,1.833333333
128982,TQ12 3EQ,2012,1.428571429
128983,TQ12 3GF,2012,1.666666667
128984,TQ12 3HU,2012,1
128985,TQ12 3JB,2012,2
128986,TQ12 3JB,2013,2.4
128987,TQ12 3PG,2012,1
128988,TQ12 3PR,2012,1.333333333
128989,TQ12 3PW,2012,1.8
128990,TQ12 3QJ,2012,1.3
128991,TQ12 3QJ,2013,3
128992,TQ12 3SQ,2012,1.833333333
128993,TQ12 3TN,2013,1
128994,TQ12 4AL,2012,1.7
128995,TQ12 4AQ,2012,1.666666667
128996,TQ12 4AQ,2013,3
128997,TQ12 4BA,2012,1
128998,TQ12 4BS,2012,1
128999,TQ12 4BS,2013,4
129000,TQ12 4EE,2012,1.333333333
129001,TQ12 4HR,2012,2
129002,TQ12 4HR,2013,1
129003,TQ12 4NG,2012,1.444444444
129004,TQ12 4PR,2012,1
129005,TQ12 4RG,2012,1.636363636
129006,TQ12 4RG,2013,2.5
129007,TQ12 4SE,2012,1.4375
129008,TQ12 4SE,2013,2
129009,TQ12 5AF,2012,1.230769231
129010,TQ12 5AG,2012,1.875
129011,TQ12 5AT,2012,1
129012,TQ12 5BA,2012,1.615384615
129013,TQ12 5BA,2013,1
129014,TQ12 5BD,2012,1
129015,TQ12 5BD,2013,3
129016,TQ12 5EH,2012,1
129017,TQ12 5EL,2012,1.090909091
129018,TQ12 5ES,2012,1.066666667
129019,TQ12 5ES,2013,1
129020,TQ12 5HH,2012,1.6
129021,TQ12 5HH,2013,1
129022,TQ12 5LE,2012,1.5
129023,TQ12 5LE,2013,1
129024,TQ12 5QR,2012,1.4
129025,TQ12 5TD,2012,1
129026,TQ12 5TD,2013,1
129027,TQ12 5TN,2012,1
129028,TQ12 5TZ,2012,1.636363636
129029,TQ12 5TZ,2013,1
129030,TQ12 5UG,2012,1.357142857
129031,TQ12 5UX,2012,1
129032,TQ12 6AQ,2012,1.4
129033,TQ12 6DP,2012,1
129034,TQ12 6EQ,2012,1
129035,TQ12 6EY,2013,1.5
129036,TQ12 6GH,2012,1
129037,TQ12 6HY,2012,1.307692308
129038,TQ12 6JY,2012,1.666666667
129039,TQ12 6JZ,2012,1.5
129040,TQ12 6JZ,2013,1
129041,TQ12 6LJ,2012,1.333333333
129042,TQ12 6LQ,2012,1.333333333
129043,TQ12 6NL,2012,1
129044,TQ12 6PS,2012,1.25
129045,TQ12 6PU,2012,1
129046,TQ12 6PZ,2012,1.333333333
129047,TQ12 6PZ,2013,1
129048,TQ12 6QG,2012,1.5
129049,TQ12 6QG,2013,1
